zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
10818899,0,1,2,1,862,6793,34218955,-118510202,1951,143819
10819022,0,2,4,2,2053,6000,34212755,-118509287,1951,327874
10819122,0,1,3,1,1320,6449,34213994,-118511026,1951,264090
10819468,0,2,4,2,1807,10196,34211696,-118509357,1950,97042
10819660,0,2,4,2,1379,5599,34207042,-118512918,1950,172051
10819883,0,1,2,1,769,6138,34207759,-118514709,1950,288005
10820129,0,1,3,1,1098,8037,34210391,-118504260,1951,62172
10820229,0,1,3,1,1028,7198,34210724,-118500719,1948,322935
10820275,0,1,2,1,850,7828,34208057,-118502007,1950,248660
10820298,0,2,3,2,1156,6846,34208133,-118503255,1950,63140
10820697,0,2,2,2,1518,6002,34217763,-118506179,1952,129714
10820797,0,2,2,2,1184,6001,34217771,-118508618,1952,406700
10820897,0,2,3,2,1246,6499,34212259,-118507374,1954,208223
10822095,0,2,3,2,1312,6198,34205920,-118474876,1949,214244
10822186,0,2,3,2,1394,6749,34204166,-118477371,1947,439302
10822413,0,2,2,2,1140,7158,34203620,-118475600,1952,180142
10822598,0,1,2,1,790,5300,34220216,-118461519,1948,181493
10822820,0,2,3,2,1490,5398,34215797,-118459470,1948,316615
10822920,0,2,4,2,1557,5538,34216257,-118462034,1948,303651
10823185,0,2,3,2,1353,6600,34209624,-118458484,1955,367768
10823322,0,2,3,2,1184,6395,34219472,-118457378,1953,172089
10823414,0,2,3,2,1225,7019,34217638,-118456348,1953,408000
10823505,0,2,3,2,1232,6238,34218406,-118453757,1953,316442
10823941,0,1,2,1,860,5681,34219237,-118445888,1949,225004
10824041,0,1,3,1,1032,5656,34220158,-118444735,1949,235720
10824639,0,2,3,2,1611,6199,34219149,-118437021,1950,292424
10824762,0,2,3,2,1770,6288,34216314,-118433087,1950,276909
10824862,0,2,3,2,1334,5926,34218750,-118433832,1950,189707
10825315,0,1,2,1,806,6384,34213636,-118430467,1951,195002
10825415,0,2,2,2,1558,6205,34212361,-118433961,1951,184599
10825643,0,2,2,2,1127,90644,34214600,-118430000,1971,254000
10825864,0,1,2,1,859,80163,34205700,-118432000,1982,241000
10825987,0,4,5,4,2464,6754,34205088,-118433543,1974,389821
10826286,0,3,2,3,1096,26956,34205400,-118448000,1980,231860
10826309,0,2,4,2,1428,7029,34206899,-118442487,1954,212846
10826843,0,2,3,2,1771,7387,34196646,-118436120,1950,85014
10827812,0,3,3,3,1534,57424,34196500,-118441000,1992,353000
10828011,0,3,4,3,2825,14436,34199663,-118441668,1959,435193
10828149,0,3,3,3,2066,4052,34203052,-118440396,1982,206568
10828596,0,2,4,2,1639,6359,34206389,-118451290,1958,453226
10829428,0,2,3,2,1840,5750,34196215,-118452462,1969,264822
10829786,0,2,2,2,1309,142460,34200300,-118460000,1981,246911
10830253,0,2,3,2,1801,7296,34196716,-118463029,1954,453890
10830529,0,2,2,2,1147,26459,34203500,-118458000,1980,289000
10830636,0,2,1,2,882,122029,34202000,-118463000,1979,238000
10830751,0,2,2,2,1365,155540,34201900,-118461000,1980,140972
10830949,0,2,3,2,1488,7500,34210733,-118470901,1956,287023
10831148,0,3,3,3,1569,5258,34207759,-118468144,1957,325000
10831386,0,2,2,2,1864,6749,34203637,-118467081,1959,269826
10832130,0,2,2,2,2055,8250,34198670,-118481359,1983,212096
10832524,0,2,2,2,1149,8916,34197263,-118477391,1947,257011
10832646,0,3,4,3,2289,18154,34199730,-118477424,1948,469040
10832912,0,2,4,2,1552,6298,34195980,-118494167,1955,229836
10833188,0,2,3,2,1496,7650,34197844,-118498329,1955,337412
10833311,0,2,3,2,1222,6578,34194995,-118498662,1953,443000
10833633,0,2,3,2,1292,6992,34204237,-118496812,1956,248196
10833824,0,3,2,3,1349,31629,34203200,-118500000,1982,170502
10834115,0,2,4,2,1554,6008,34203503,-118504398,1950,221867
10834376,0,2,3,2,1631,5999,34200337,-118502596,1949,383051
10834514,0,2,3,2,1773,12320,34199529,-118508111,1956,100320
10834652,0,2,3,2,1147,6090,34203736,-118514599,1950,269192
10834752,0,1,2,1,805,5999,34203538,-118511380,1949,125604
10834967,0,1,3,1,1152,7493,34200773,-118515903,1951,62373
10835128,0,1,3,1,1156,8279,34198324,-118511434,1951,208867
10835374,0,2,4,2,1670,10446,34195664,-118512882,1951,428534
10835420,0,2,3,2,1720,5999,34196288,-118511411,1956,287728
10835466,0,2,3,2,1927,6000,34194814,-118510653,1966,533000
10835581,0,2,2,2,1248,117819,34193300,-118513000,1979,185420
10835727,0,1,3,1,1143,6383,34191726,-118513475,1950,332944
10835827,0,1,3,1,1233,6524,34189980,-118514995,1950,401133
10835927,0,1,3,1,1417,6260,34187901,-118509959,1950,66862
10836173,0,2,3,2,1200,6022,34180742,-118517155,1950,194102
10836572,0,3,3,3,2488,7750,34189959,-118507261,1948,102196
10836710,0,2,3,2,1555,5927,34187669,-118496452,1954,207094
10836992,0,3,3,3,1892,5796,34187304,-118495493,1953,238133
10837184,0,2,3,2,1594,6000,34191594,-118494441,1950,389351
10837544,0,3,3,3,1402,5772,34192813,-118476011,1949,455000
10837682,0,3,3,3,1993,6434,34189066,-118475843,1948,295847
10837989,0,2,3,2,1614,7749,34191288,-118480243,1993,422000
10838088,0,1,2,1,693,5000,34190465,-118481743,1949,224172
10838362,0,2,2,2,2294,20164,34195202,-118472504,1948,690000
10838523,0,2,3,2,1436,8401,34189856,-118471083,1947,87672
10838661,0,2,2,2,1371,14969,34187630,-118468554,1939,522550
10838852,0,1,2,1,858,6864,34192736,-118467107,1945,316835
10839226,0,3,3,3,2090,7834,34189117,-118462023,1947,269932
10839410,0,2,2,2,1470,13431,34187000,-118463000,1980,179539
10839440,0,2,3,2,2096,6455,34187308,-118457059,1973,96649
10839888,0,2,3,2,1500,6496,34186966,-118455357,1941,390000
10840260,0,2,3,2,2077,9905,34190383,-118440389,1923,535000
10840351,0,2,3,2,1707,7517,34188979,-118442710,1949,407991
10840724,0,2,3,2,1366,6200,34193265,-118433929,1950,280243
10840747,0,1,3,1,1186,7386,34190909,-118434379,1950,203261
10841036,0,2,3,2,1358,7498,34188708,-118432864,1953,460000
10841228,0,2,3,2,,7910,34187311,-118437362,1941,228508
10841488,0,1,2,1,1274,8720,34184660,-118435227,1947,189973
10842004,0,2,4,2,1828,6173,34185414,-118441101,1948,182243
10842991,0,1,3,1,1188,6744,34183181,-118467801,1947,56051
10843382,0,2,4,2,1368,6242,34185081,-118458432,1946,380265
10843405,0,4,4,4,1952,7210,34185081,-118460697,1946,294574
10843631,0,1,3,1,1104,6754,34175030,-118462748,1947,62982
10843930,0,3,4,3,1693,6755,34177258,-118458385,1950,168983
10844053,0,2,3,2,1393,6450,34176844,-118462254,1947,73149
10844388,0,2,3,2,1277,6362,34176298,-118455695,1956,286452
10844618,0,2,2,2,1570,8125,34172776,-118450202,1941,107803
10844687,0,1,2,1,1252,7226,34173682,-118449784,1945,462610
10844830,0,2,2,2,1056,6750,34176008,-118446122,1939,266650
10844929,0,3,3,3,1376,101648,34169700,-118447000,1989,309742
10845029,0,3,3,3,1376,72141,34169700,-118447000,1989,312504
10845127,0,3,2,3,1538,30491,34169000,-118445000,1963,308303
10845257,0,2,2,2,1398,6276,34173667,-118446252,1949,636507
10845357,0,1,3,1,1220,6829,34175094,-118446088,1947,178928
10845479,0,3,6,3,2358,6750,34178194,-118442915,1944,287776
10845907,0,2,3,2,1318,6749,34177824,-118440402,1948,273915
10845991,0,2,3,2,1597,7600,34178536,-118435046,1953,704975
10846420,0,1,2,1,1101,8101,34175416,-118432834,1941,200410
10846909,0,6,5,6,4462,17595,34169033,-118433053,2005,1809356
10846932,0,5,4,5,4075,10667,34168889,-118433272,1926,1385000
10847139,0,3,2,3,1669,33501,34157100,-118446000,1974,323105
10847231,0,3,4,3,2860,6753,34158296,-118446368,1924,439636
10847315,0,3,2,3,1564,24168,34159900,-118446000,1965,342869
10847743,0,2,2,2,1560,6741,34167154,-118441962,1953,120353
10847904,0,1,1,1,916,9071,34157900,-118442000,1977,143215
10847927,0,1,2,1,1000,6885,34158137,-118442002,1939,405644
10847950,0,2,2,2,1745,10339,34158732,-118442647,1945,95626
10848718,0,2,3,2,1496,6250,34169862,-118454641,1950,366375
10848863,0,2,2,2,1310,49288,34165200,-118467000,1981,271520
10848955,0,2,2,2,1059,75963,34165400,-118464000,1978,223433
10849337,0,2,2,2,1192,7282,34171765,-118462969,1952,611987
10849429,0,3,3,3,1769,7217,34170628,-118459006,1952,102356
10849589,0,2,3,2,1780,7425,34166856,-118460110,1942,280462
10849612,0,2,3,2,1735,9700,34166714,-118459046,1951,378271
10849635,0,2,2,2,1364,7540,34165529,-118457956,1951,535738
10849763,0,3,3,3,1666,164175,34165800,-118463000,1976,481000
10849893,0,2,3,2,2166,7640,34170447,-118497961,1955,84000
10850162,0,2,3,2,1155,5820,34174325,-118517196,1949,175106
10850262,0,1,2,1,1044,6094,34172900,-118513438,1949,185637
10850485,0,1,2,1,847,6465,34176616,-118513340,1949,189857
10850585,0,2,2,2,1113,5610,34177767,-118511384,1949,193020
10850685,0,1,3,1,1150,5594,34179166,-118509901,1949,267042
10850959,0,2,3,2,1364,5999,34176616,-118505554,1956,313049
10851059,0,2,3,2,1470,6639,34179563,-118507760,1956,93992
10851159,0,2,3,2,1461,6119,34172787,-118507753,1955,159358
10851259,0,2,3,2,1598,5999,34175130,-118505221,1955,97462
10851497,0,4,4,4,3546,16844,34167377,-118514435,1959,722342
10851520,0,4,5,4,3264,12722,34165099,-118513514,1966,1060468
10851566,0,4,4,4,3042,12815,34167007,-118515700,1954,666024
10851834,0,1,1,1,683,406305,34169800,-118517000,1971,110327
10851934,0,1,1,1,683,406305,34169800,-118517000,1971,132726
10852011,0,1,1,1,712,406305,34169800,-118517000,1971,127543
10852134,0,1,1,1,683,406305,34169800,-118517000,1971,130050
10852234,0,2,2,2,990,406305,34169800,-118517000,1971,169902
10852334,0,2,2,2,990,406305,34169800,-118517000,1971,184728
10852380,0,3,4,3,2488,22069,34170194,-118506505,1956,830926
10852526,0,2,3,2,1787,227677,34166900,-118502000,1965,391042
10852649,0,4,5,4,4412,26544,34164288,-118508399,1964,316012
10852886,0,2,2,2,956,23072,34164600,-118501000,1988,323000
10853009,0,3,3,3,1722,91077,34166000,-118502000,1965,407054
10853178,0,6,5,6,5192,18389,34162601,-118499371,2004,1529969
10853485,0,2,2,2,1995,26751,34160591,-118492854,1940,414788
10853592,0,2,3,2,1261,5936,34166799,-118499156,1952,90323
10854214,0,2,3,2,1434,8096,34161411,-118475764,1950,324075
10854237,0,2,3,2,2123,6492,34158896,-118474777,1956,788128
10854366,0,5,5,5,5386,12142,34157754,-118478071,2001,1701876
10854359,0,3,3,3,2065,10317,34157009,-118476362,1952,979180
10854474,0,2,2,2,1417,10441,34163161,-118479111,1948,240233
10854574,0,5,4,5,3564,12099,34160105,-118478621,1990,1096306
10854879,0,2,2,2,1353,23539,34158383,-118473425,1937,314805
10854948,0,3,5,3,2248,10068,34162416,-118472747,1949,326198
10855261,0,2,4,2,1448,5976,34164131,-118458513,1950,108955
10855284,0,3,3,3,1534,57425,34163600,-118458000,1975,479300
10855330,0,2,3,2,2794,5749,34163190,-118460412,1947,328323
10855706,0,2,2,2,1637,6852,34158763,-118454144,1947,617563
10855890,0,1,2,1,531,6750,34160951,-118453651,1942,530388
10855936,0,3,2,3,1330,18804,34161000,-118457000,1992,415478
10856028,0,5,4,5,4196,6751,34162766,-118452660,2014,1657467
10856288,0,1,2,1,900,6250,34164564,-118455158,1942,575000
10856594,0,2,2,2,1590,18204,34156300,-118456000,1980,461030
10856922,0,2,2,2,1423,6751,34156456,-118459012,1950,739485
10857550,0,3,2,3,1654,53019,34155916,-118453771,1973,276137
10858318,0,2,2,2,1250,23518,34150700,-118441000,1979,200769
10858470,0,2,2,2,1333,21480,34149200,-118444000,1978,373100
10859327,0,3,4,3,2079,6723,34147280,-118431059,1946,170911
10859427,0,3,3,3,2341,9427,34146408,-118436797,1947,774657
10859665,0,2,3,2,1826,8615,34161760,-118431798,1948,801000
10859765,0,3,4,3,2257,7750,34163638,-118435916,1955,695223
10859834,0,2,2,2,1306,52699,34164400,-118439000,1981,279535
10860187,0,2,2,2,1386,75528,34157740,-118435332,1975,118949
10860287,0,2,3,2,1393,5841,34158646,-118433209,1948,370851
10860514,0,2,2,2,1357,18663,34153600,-118437000,1965,64352
10860972,0,2,3,2,1359,22396,34152769,-118437880,1963,327059
10861438,0,4,4,4,3118,7615,34144011,-118431920,1941,717198
10861484,0,3,4,3,2973,27067,34140257,-118432649,1961,1500000
10861507,0,3,3,3,2217,8756,34140840,-118431249,1961,993473
10861668,0,9,4,9,10528,545471,34132473,-118435592,2005,4385849
10862102,0,3,5,3,3360,9515,34140510,-118443553,1974,708572
10862185,0,2,3,2,1762,7866,34131607,-118443803,1959,662824
10862254,0,2,3,2,1904,10274,34133817,-118445594,1968,1068836
10862338,0,4,5,4,4765,20719,34142332,-118441525,1949,2498951
10862430,0,4,3,4,4721,9284,34142758,-118448358,1987,125863
10862476,0,2,2,2,1365,7882,34144738,-118449034,1953,370614
10862499,0,4,4,4,3229,12454,34144095,-118450633,1975,332512
10862961,0,1,1,1,454,15919,34151600,-118466000,1977,171717
10863030,0,2,2,2,1655,21326,34151700,-118464000,1982,480000
10863444,0,3,2,3,2281,11931,34149600,-118449000,1988,166414
10863859,0,4,5,4,3645,19246,34147451,-118454826,1964,792335
10864020,0,4,6,4,4760,30416,34145860,-118451719,1933,2330512
10864081,0,2,2,2,1383,17806,34150400,-118466000,1982,374592
10864401,0,3,2,3,2661,36307,34141627,-118464247,1951,1489270
10864690,0,3,3,3,2108,8823,34135612,-118459965,1955,135611
10865089,0,3,2,3,2388,12959,34133324,-118468325,1957,185096
10865373,0,2,3,2,1776,14921,34136622,-118469251,1957,131737
10865519,0,3,3,3,2884,13620,34140174,-118474871,1959,587789
10865842,0,5,3,5,2913,9525,34135918,-118484520,1961,1280000
10866080,0,1,2,1,1515,9290,34144012,-118466758,1951,519290
10866103,0,7,7,7,5063,39229,34142022,-118465288,1948,1978388
10866233,0,3,3,3,2312,12612,34153375,-118471566,1936,119287
10866547,0,3,2,3,1524,8103,34153718,-118469100,1949,564938
10866562,0,2,2,2,1893,7968,34153175,-118469205,1941,365347
10867013,0,2,3,2,1908,24031,34151242,-118493630,1957,110722
10867174,0,3,4,3,2390,14441,34150366,-118488189,1962,639623
10867297,0,2,2,2,2159,8172,34148448,-118470068,1929,1149000
10867320,0,6,5,6,4515,10500,34149174,-118470379,1964,288216
10867535,0,5,4,5,4178,13748,34149729,-118483884,1963,350520
10867558,0,5,5,5,4152,28050,34148274,-118483197,1964,1942000
10867804,0,2,4,2,2356,10615,34138826,-118486238,1959,434105
10867904,0,3,4,3,2916,21407,34138361,-118489563,1965,565670
10868073,0,5,4,5,4700,79252,34142791,-118474627,1956,2480000
10868096,0,6,4,6,7348,23285,34140236,-118485003,1992,1620705
10868119,0,5,5,5,6214,23846,34138526,-118484040,1990,2536000
10868311,0,4,6,4,3195,23029,34134119,-118500999,1967,714836
10868564,0,2,3,2,1844,12798,34139448,-118498125,1964,535613
10868678,0,1,1,1,710,26347,34160000,-118509000,1963,220289
10869246,0,3,4,3,2614,15306,34156155,-118512992,1953,3263936
10869353,0,5,6,5,6656,11680,34158569,-118516037,2008,1733112
10869637,0,3,5,3,2752,14554,34150152,-118498552,1960,794276
10869783,0,4,3,4,3291,25637,34147021,-118497056,1953,1355160
10869806,0,3,4,3,2810,18333,34146401,-118498088,1953,205587
10869906,0,3,4,3,2679,16067,34143226,-118495046,1957,1200764
10870267,0,4,4,4,4118,20199,34151175,-118507239,1975,834628
10870459,0,3,3,3,2790,20948,34140120,-118495767,1955,1178627
10870605,0,3,3,3,2300,14848,34134438,-118492029,1963,758992
10870674,0,2,3,2,1965,17043,34134406,-118488479,1958,437958
10870797,0,6,6,6,5194,12418,34132478,-118480542,1966,987514
10870935,0,2,3,2,1645,5400,34218082,-118424643,1962,322935
10871058,0,2,2,2,1078,24030,34215495,-118427219,1950,76687
10871288,0,2,3,2,1160,9632,34219599,-118422757,1957,277158
10871311,0,3,3,3,1892,6605,34211509,-118426074,1961,427370
10871809,0,1,2,1,930,24864,34214448,-118414020,1943,196483
10872466,0,2,3,2,1399,7358,34216880,-118418595,1955,92106
10872581,0,2,3,2,1032,8740,34220929,-118409995,1953,351313
10872604,0,2,3,2,1032,6002,34219352,-118411509,1953,395000
10872704,0,2,3,2,1376,5999,34217911,-118410878,1953,227969
10872873,0,2,3,2,1996,8200,34213341,-118410333,1964,297412
10872973,0,3,4,3,1826,6051,34211432,-118408250,1954,80120
10873149,0,3,4,3,1748,6098,34208117,-118411600,1958,220905
10873295,0,2,4,2,2030,6809,34211827,-118412270,1959,93175
10873418,0,2,3,2,1836,5777,34211726,-118410801,1966,226256
10873518,0,1,3,1,1065,6377,34211734,-118402729,1951,395000
10873641,0,2,4,2,1368,7213,34211720,-118399316,1951,408127
10874008,0,2,3,2,1262,308568,34206798,-118400099,1979,243888
10874108,0,2,2,2,964,187417,34206000,-118401000,1979,229188
10874208,0,3,4,3,1575,192405,34206920,-118401644,1979,72073
10874308,0,3,3,3,1739,3686,34205698,-118397696,1989,419418
10874661,0,2,2,2,1189,7573,34218854,-118403992,1952,407000
10874707,0,3,3,3,1468,7618,34220335,-118402466,1952,428418
10874953,0,2,3,2,1720,6975,34220971,-118401745,1952,260452
10875276,0,1,3,1,1058,7798,34213081,-118397091,1948,265194
10875628,0,1,2,1,1048,6791,34218473,-118391559,1950,326000
10876440,0,2,3,2,1294,6984,34213131,-118380075,1956,372241
10876814,0,2,4,2,1400,5248,34212635,-118373012,1982,216350
10876937,0,2,3,2,1047,5500,34214634,-118375398,1954,338119
10877037,0,2,3,2,1047,6628,34214827,-118377799,1954,184510
10877160,0,2,4,2,1341,6750,34211778,-118373010,1948,311592
10877283,0,1,3,1,832,6746,34209614,-118372766,1946,292733
10877590,0,2,3,2,1404,7018,34205992,-118377369,1944,338018
10877636,0,1,3,1,1060,7082,34205987,-118372890,1951,179995
10878225,0,1,3,1,1216,6002,34209531,-118378469,1944,161733
10878394,0,1,3,1,1028,7099,34208265,-118382822,1944,311466
10878616,0,2,4,2,1248,6630,34203155,-118378911,1947,255654
10878685,0,2,3,2,1139,6701,34204669,-118381085,1947,373980
10878922,0,1,3,1,1019,6756,34211388,-118394188,1949,222210
10879213,0,2,2,2,1217,6723,34207282,-118391417,1952,276951
10879296,0,1,1,1,848,15047,34206232,-118394790,1926,70541
10879386,0,5,6,5,3001,10390,34205029,-118389882,1950,312542
10879588,0,1,2,1,984,5889,34192786,-118372104,1942,126065
10880141,0,1,2,1,840,6770,34191483,-118381085,1930,128588
10880202,0,1,2,1,846,6751,34191619,-118382822,1939,113886
10880368,0,2,3,2,1512,7150,34198744,-118398231,1955,60332
10880421,0,2,3,2,2010,6449,34197820,-118388520,1953,221245
10880677,0,2,3,2,1616,6703,34195611,-118398109,1950,425211
10881117,0,1,2,1,1239,,34192818,-118396401,1941,98860
10881422,0,2,2,2,1491,7373,34189542,-118391554,1941,141758
10881445,0,1,3,1,1371,7131,34187607,-118392644,1944,428150
10881552,0,3,3,3,2589,11241,34187270,-118389433,1938,95622
10882076,0,1,2,1,939,5872,34197319,-118409762,1950,449000
10882099,0,1,2,1,729,6009,34198838,-118410426,1949,281767
10882145,0,2,3,2,1835,6574,34199969,-118409517,1950,206520
10882405,0,1,3,1,1174,6897,34198189,-118406061,1952,213553
10882504,0,1,3,1,1244,6376,34192619,-118405769,1947,161818
10882711,0,1,3,1,936,6944,34190801,-118409252,1947,338870
10882849,0,1,2,1,1014,5149,33989975,-118425930,1942,319798
10882949,0,2,3,2,1287,5500,34188233,-118406592,1942,266874
10883271,0,2,3,2,1236,6956,34189814,-118414093,1947,486000
10883463,0,2,3,2,1360,6680,34191986,-118419019,1950,442000
10883532,0,4,4,4,2007,7256,34189547,-118416415,1950,412423
10884224,0,2,3,2,1582,7756,34197728,-118415791,1953,316273
10884247,0,2,3,2,1662,7308,34198371,-118414751,1954,438941
10885065,0,2,3,2,1907,8476,34198717,-118426861,1955,362857
10885256,0,2,3,2,1378,5829,34189175,-118429525,1951,413091
10885279,0,2,3,2,1848,13590,34190022,-118428542,1928,413497
10885363,0,2,3,2,1351,6749,34188782,-118426479,1952,172764
10885547,0,1,2,1,807,6751,34187171,-118424547,1954,138178
10886121,0,2,2,2,1704,6182,34181748,-118428970,1955,645503
10886213,0,2,3,2,1698,8060,34179804,-118422899,1953,186384
10886496,0,1,2,1,1110,6749,34184152,-118419098,1938,257010
10886726,0,2,2,2,1480,5729,34183109,-118414846,1955,431787
10887155,0,2,3,2,1097,278581,34185100,-118416000,1964,175888
10887454,0,1,3,1,1294,6973,34186203,-118407186,1948,268289
10887638,0,2,3,2,1605,10148,34180991,-118406034,1950,154562
10888004,0,2,3,2,1738,8783,34188875,-118402473,1944,229921
10888050,0,1,2,1,880,8726,34181386,-118398568,1937,237273
10888111,0,2,2,2,1366,5378,34184678,-118403318,1954,204695
10888134,0,2,3,2,1413,7668,34184599,-118402958,1967,387184
10888386,0,2,3,2,1950,15699,34181739,-118401748,1942,319104
10888652,0,2,3,2,1476,6490,34184423,-118387641,1938,537000
10888982,0,2,3,2,1351,7385,34181063,-118388277,1939,52173
10889105,0,2,3,2,1285,7376,34188678,-118382175,1940,298479
10889548,0,4,8,4,3122,7473,34185534,-118382892,1944,241769
10889715,0,1,3,1,1156,7139,34188109,-118372510,1946,266338
10890066,0,1,2,1,894,7236,34184556,-118373444,1948,127557
10890465,0,2,2,2,1506,6147,34180348,-118372865,1943,44626
10890694,0,3,1,3,1118,6995,34176951,-118374412,1944,365000
10890778,0,1,2,1,993,6480,34176959,-118372774,1939,175418
10890947,0,1,2,1,969,4436,34175647,-118369950,1942,33194
10891320,0,1,2,1,1161,4987,34180536,-118378391,1944,156551
10891494,0,1,2,1,744,6611,34178404,-118383241,1938,135844
